child_id,lga_id,state,geopolitical_zone,gender,age,grade_level,attendance_rate,math_score,literacy_score,household_income_usd_day,parent_edu_level,sibling_count,distance_to_school_km,disability,conflict_displaced,school_fee_burden,has_birth_certificate,meal_programme_access,poverty_rate_lga,conflict_score_lga,teacher_pupil_ratio,dropout
950,261,Jigawa,NW,M,12,7,0.735,64.2,70.1,1.29,1,9,1.19,0,0,0.774,1,0,0.723,0.3045,0.03201,0
951,157,Delta,SS,F,15,9,0.692,47.1,52.7,2.2,3,7,3.23,0,1,0.401,1,1,0.4735,0.3257,0.02643,0
952,47,Akwa Ibom,SS,F,6,2,0.765,52.7,51.3,1.38,2,6,0.36,0,1,0.071,1,1,0.2474,0.2714,0.03209,0
953,324,Kano,NW,F,10,5,0.358,44.6,23.2,0.33,0,5,7.45,0,0,0.645,0,0,0.7516,0.4152,0.01792,1
954,130,Borno,NE,M,11,7,0.257,43.4,39.3,0.32,0,6,1.21,0,0,0.401,0,0,0.7087,1.0,0.01317,1
955,411,Lagos,SW,F,12,8,0.944,91.9,64.1,2.84,3,5,0.4,0,0,0.245,1,0,0.2059,0.0055,0.02143,0
956,95,Bayelsa,SS,F,7,2,0.719,64.8,60.5,0.9,2,4,9.28,0,0,0.264,0,1,0.4299,0.3097,0.01959,0
957,627,Yobe,NE,F,9,3,0.18,26.1,12.4,0.15,2,5,5.97,0,1,0.765,0,1,0.8006,0.818,0.01,1
958,292,Kaduna,NW,F,11,7,0.121,29.6,14.3,0.12,1,9,11.21,0,1,0.411,0,1,0.7003,0.7353,0.01,1
959,283,Kaduna,NW,F,13,8,0.379,57.5,34.9,0.34,2,9,1.77,0,0,0.649,0,1,0.7806,0.5523,0.02602,0
960,69,Bauchi,NE,F,15,9,0.47,59.7,30.5,0.2,1,3,11.54,0,1,0.646,1,0,0.7002,0.6987,0.01198,1
961,11,Adamawa,NE,M,13,8,0.591,59.3,57.1,0.1,2,3,0.24,0,1,0.529,0,0,0.7751,0.7838,0.02345,1
962,254,Jigawa,NW,M,15,9,0.702,74.5,56.6,0.28,1,11,4.22,0,0,0.468,1,1,0.7992,0.2142,0.02687,1
963,550,Plateau,NC,M,11,7,0.704,68.1,52.7,0.1,3,10,2.39,0,0,0.251,0,0,0.4563,0.4559,0.0254,0
964,134,Borno,NE,M,15,9,0.505,57.0,44.0,0.1,0,6,3.0,1,1,0.619,1,1,0.8387,0.7908,0.01,1
965,23,Adamawa,NE,M,6,1,0.783,69.7,72.5,0.86,1,6,4.68,0,1,0.488,1,0,0.5447,0.6763,0.0169,0
966,346,Katsina,NW,M,14,9,0.561,35.9,57.4,0.1,0,11,6.48,0,0,0.788,1,1,0.7641,0.3967,0.01253,0
967,302,Kano,NW,M,13,7,0.763,86.1,73.0,0.1,1,5,0.52,1,0,0.755,1,0,0.8081,0.3835,0.02051,0
968,363,Kebbi,NW,M,6,1,0.605,40.6,44.9,0.98,0,6,1.89,0,0,0.804,1,1,0.7685,0.2471,0.02496,0
969,396,Lagos,SW,F,10,5,0.568,48.7,62.3,1.54,1,7,6.18,0,0,0.261,1,1,0.2953,0.2512,0.01741,0
970,218,Enugu,SE,F,10,5,0.815,83.2,77.7,0.63,3,6,2.88,0,0,0.0,1,1,0.1012,0.2357,0.03526,0
971,141,Borno,NE,F,9,4,0.389,41.9,43.9,0.17,0,4,1.85,0,1,0.696,1,1,0.7135,0.9601,0.01114,1
972,616,Yobe,NE,F,13,8,0.188,31.4,61.3,0.2,1,5,3.67,0,0,0.486,0,0,0.7959,0.7259,0.01,1
973,210,Ekiti,SW,F,12,8,0.681,74.4,41.0,2.47,2,5,15.01,0,0,0.184,0,1,0.1316,0.1109,0.02232,0
974,623,Yobe,NE,F,8,2,0.157,60.0,28.0,0.44,0,6,3.6,0,0,0.692,1,0,0.7691,0.7666,0.01369,1
975,616,Yobe,NE,M,9,5,0.576,70.2,40.8,0.71,1,4,2.59,0,1,0.596,0,1,0.7959,0.7259,0.01,1
976,460,Ogun,SW,M,6,2,0.877,70.2,87.0,4.05,0,4,4.36,0,0,0.002,1,0,0.2791,0.1287,0.01602,0
977,356,Kebbi,NW,M,10,6,0.379,26.3,38.4,0.1,0,7,1.64,0,0,0.767,0,1,0.9165,0.3368,0.01,0
978,324,Kano,NW,F,10,6,0.343,17.8,31.2,1.19,0,8,6.56,0,0,0.45,0,0,0.7516,0.4152,0.01792,1
979,133,Borno,NE,M,12,6,0.291,29.7,39.6,1.19,2,2,2.53,0,0,0.665,1,0,0.6464,1.0,0.01,1
980,127,Borno,NE,F,9,3,0.181,48.2,46.9,0.1,2,8,15.83,0,0,0.683,1,1,0.7643,0.8251,0.03979,1
981,106,Benue,NC,M,8,2,0.696,56.8,71.2,0.1,0,4,0.2,0,0,0.367,0,1,0.4165,0.723,0.0314,0
982,604,Taraba,NE,M,11,5,0.587,64.7,45.8,0.66,1,9,2.66,0,0,0.448,0,1,0.6462,0.5363,0.01987,0
983,378,Kogi,NC,M,9,5,0.56,63.3,29.5,0.1,1,10,9.21,0,0,0.318,1,1,0.4528,0.1952,0.01818,0
984,51,Anambra,SE,F,7,2,0.953,73.6,59.7,3.27,2,4,4.35,0,0,0.087,0,1,0.0748,0.2785,0.01,0
985,29,Adamawa,NE,F,14,9,0.348,29.3,40.7,0.1,0,8,15.82,0,1,0.827,0,0,0.8173,0.7554,0.01,1
986,462,Ogun,SW,F,13,9,0.835,84.1,64.2,0.21,2,6,5.41,0,0,0.22,1,0,0.2183,0.1066,0.01857,0
987,296,Kano,NW,M,8,4,0.646,44.9,46.9,0.87,1,3,6.02,0,0,0.66,0,1,0.8008,0.3196,0.01485,0
988,297,Kano,NW,F,6,2,0.195,27.9,21.1,2.19,1,4,0.71,0,0,0.276,0,0,0.7997,0.4744,0.01787,1
989,407,Lagos,SW,M,12,7,0.921,74.7,82.8,2.93,2,5,6.91,0,0,0.066,1,0,0.184,0.013,0.01396,0
990,613,Taraba,NE,M,6,2,0.645,79.1,36.7,0.1,1,6,0.2,0,0,0.856,0,0,0.7827,0.49,0.02438,1
991,405,Lagos,SW,M,7,1,0.863,81.6,62.4,0.48,2,4,5.67,0,0,0.036,1,1,0.1968,0.1716,0.02082,0
992,346,Katsina,NW,M,14,9,0.578,52.7,56.1,0.5,0,3,6.84,0,0,0.635,0,1,0.7641,0.3967,0.01253,0
993,622,Yobe,NE,F,11,5,0.404,42.3,47.0,0.38,3,9,1.24,0,0,0.528,0,0,0.7423,0.6446,0.01974,1
994,420,Nasarawa,NC,M,7,2,0.766,62.4,88.9,1.37,1,7,1.92,1,0,0.382,1,0,0.4822,0.0,0.01,0
995,182,Ebonyi,SE,F,14,8,0.718,76.9,80.1,1.41,3,3,0.2,0,0,0.258,0,1,0.2882,0.1757,0.01,0
996,1,Abia,SE,M,9,3,0.805,52.1,60.6,3.52,2,5,8.39,0,0,0.182,1,1,0.3552,0.0,0.01736,0
997,567,Rivers,SS,M,11,5,0.599,64.8,47.5,6.2,1,7,2.39,0,0,0.241,1,0,0.3464,0.1699,0.0167,0
998,371,Kogi,NC,F,7,2,0.548,52.4,49.4,4.52,1,7,0.2,0,0,0.18,0,1,0.4172,0.1891,0.01852,0
999,431,Niger,NC,M,9,4,0.511,54.6,63.1,0.5,1,3,0.47,0,0,0.45,1,1,0.4754,0.3117,0.01501,0
1000,309,Kano,NW,M,12,8,0.484,42.7,49.5,4.14,0,7,5.95,0,0,0.469,1,0,0.8361,0.2991,0.04878,1
1001,137,Borno,NE,M,9,3,0.384,36.1,35.8,0.95,2,7,1.2,0,0,0.38,1,1,0.6799,0.9274,0.01069,0
1002,202,Ekiti,SW,M,13,9,0.801,52.5,55.7,2.08,0,9,1.88,0,0,0.309,1,0,0.2117,0.1393,0.01073,0
1003,436,Niger,NC,F,10,5,0.561,71.8,62.9,0.12,1,8,1.51,0,0,0.193,1,1,0.4491,0.348,0.02802,0
1004,313,Kano,NW,M,14,9,0.4,42.6,45.7,0.85,3,6,0.65,0,0,0.584,0,0,0.98,0.5003,0.01164,0
1005,117,Benue,NC,M,14,9,0.607,51.7,68.8,2.21,2,6,6.83,0,1,0.426,1,0,0.4383,0.4608,0.01044,1
1006,575,Rivers,SS,M,13,8,0.872,80.2,39.6,1.57,2,4,14.14,0,0,0.0,1,1,0.1563,0.2698,0.03463,0
1007,244,Imo,SE,F,10,6,0.744,62.4,78.9,0.16,3,6,1.22,0,0,0.394,1,0,0.3064,0.3612,0.01,0
1008,537,Oyo,SW,F,7,1,0.987,68.5,91.5,1.56,1,5,2.08,0,0,0.282,1,0,0.2813,0.0031,0.01525,0
1009,602,Taraba,NE,M,8,4,0.477,33.8,72.2,2.51,0,6,6.19,0,1,0.685,0,1,0.6632,0.6634,0.0259,1
1010,75,Bauchi,NE,F,12,6,0.392,62.1,53.5,0.32,0,7,4.92,1,0,0.778,0,0,0.8683,0.7794,0.02294,1
1011,386,Kwara,NC,M,15,9,0.613,57.0,36.9,1.66,2,4,11.0,0,0,0.626,1,1,0.5313,0.4232,0.0164,1
1012,210,Ekiti,SW,M,12,7,1.0,78.5,77.9,0.71,2,1,14.32,0,0,0.13,1,0,0.1316,0.1109,0.02232,0
1013,475,Ondo,SW,M,6,1,0.982,83.4,64.7,0.75,1,1,2.36,0,0,0.116,1,0,0.2587,0.2147,0.03539,0
1014,418,Nasarawa,NC,F,13,7,0.45,38.2,47.6,1.54,2,10,5.95,0,0,0.286,1,1,0.4234,0.569,0.02315,0
1015,347,Katsina,NW,F,13,8,0.54,31.7,65.9,0.35,0,6,24.27,0,0,0.837,1,0,0.8905,0.4981,0.01951,1
1016,529,Oyo,SW,F,14,9,0.852,84.0,79.6,3.89,3,2,5.99,0,0,0.257,1,1,0.2701,0.1868,0.01471,0
1017,640,Zamfara,NW,M,6,2,0.361,39.9,38.5,0.16,1,6,2.77,0,1,0.605,1,0,0.9539,0.6194,0.01006,1
1018,179,Ebonyi,SE,M,14,9,0.847,72.5,72.0,1.52,1,3,3.8,0,0,0.004,1,1,0.1872,0.1558,0.02491,0
1019,182,Ebonyi,SE,M,13,7,0.811,63.5,89.7,1.09,3,2,1.64,0,0,0.18,0,0,0.2882,0.1757,0.01,0
1020,25,Adamawa,NE,F,8,3,0.334,50.2,57.8,0.83,0,7,0.2,0,0,0.681,1,0,0.8126,0.6809,0.03517,1
1021,180,Ebonyi,SE,F,12,8,0.74,81.8,61.2,1.42,1,3,6.66,0,0,0.137,1,0,0.3033,0.1645,0.01249,0
1022,501,Osun,SW,F,12,8,0.711,49.1,76.9,1.36,2,4,2.55,0,0,0.108,1,0,0.1608,0.0656,0.02992,0
1023,161,Delta,SS,F,8,3,0.72,63.6,79.7,0.27,2,2,3.71,0,0,0.247,1,1,0.264,0.3224,0.01325,0
1024,177,Ebonyi,SE,M,15,9,0.767,48.1,61.3,2.45,1,11,0.2,0,0,0.0,1,0,0.2093,0.2789,0.01904,0
1025,285,Kaduna,NW,M,10,5,0.567,66.6,49.6,1.56,1,7,3.01,0,0,1.0,0,0,0.7614,0.5937,0.0175,0
1026,63,Bauchi,NE,F,8,2,0.366,51.1,48.1,0.1,1,7,5.66,0,1,0.565,1,0,0.6598,0.562,0.01728,1
1027,156,Delta,SS,M,12,6,0.758,58.3,58.2,2.06,3,8,11.18,0,0,0.221,1,0,0.3424,0.2532,0.02163,0
1028,469,Ogun,SW,F,13,8,0.718,79.8,59.2,3.77,3,6,1.49,0,0,0.011,1,0,0.2595,0.2645,0.02469,0
1029,49,Akwa Ibom,SS,F,7,1,0.721,55.8,67.2,1.41,1,2,1.88,1,0,0.106,1,0,0.5142,0.2172,0.02513,0
1030,84,Bayelsa,SS,M,13,8,0.978,57.6,81.3,2.64,2,2,13.4,0,0,0.1,1,0,0.2578,0.276,0.02945,0
1031,361,Kebbi,NW,F,8,2,0.469,55.8,52.4,0.39,0,6,1.62,1,0,0.595,0,1,0.7147,0.1053,0.01,1
1032,148,Cross River,SS,F,7,2,0.529,52.9,50.8,0.72,2,7,2.64,0,0,0.232,1,0,0.3674,0.3575,0.01533,0
1033,630,Yobe,NE,F,14,8,0.231,23.0,53.9,0.43,1,2,2.12,0,0,0.661,0,0,0.8067,0.8767,0.01,1
1034,342,Katsina,NW,F,15,9,0.22,18.6,34.8,0.1,1,5,0.8,0,0,0.281,0,1,0.9036,0.5363,0.01602,1
1035,476,Ondo,SW,F,10,6,0.943,90.3,85.9,0.19,2,6,4.85,0,0,0.301,1,0,0.25,0.312,0.01449,0
1036,63,Bauchi,NE,F,6,1,0.506,37.7,21.0,4.28,0,9,2.67,0,0,0.933,1,0,0.6598,0.562,0.01728,0
1037,360,Kebbi,NW,M,7,3,0.683,47.9,55.5,0.46,1,6,0.2,0,0,0.725,1,0,0.8082,0.3581,0.0144,1
1038,561,Rivers,SS,M,6,1,0.825,74.1,70.4,0.4,1,5,2.44,0,0,0.424,1,0,0.3627,0.396,0.01856,0
1039,327,Kano,NW,M,9,5,0.67,94.4,41.3,2.58,2,4,15.93,0,0,0.592,1,1,0.6438,0.2486,0.01,0
1040,141,Borno,NE,M,10,4,0.507,46.4,50.0,0.1,0,5,2.16,0,0,0.411,0,1,0.7135,0.9601,0.01114,1
1041,215,Enugu,SE,F,8,4,0.909,84.0,61.8,1.62,2,5,4.9,0,0,0.31,1,0,0.1941,0.0105,0.01,0
1042,435,Niger,NC,F,13,8,0.734,51.3,60.3,0.74,2,4,2.59,0,0,0.125,1,0,0.4069,0.1891,0.01324,0
1043,318,Kano,NW,F,7,1,0.247,41.1,48.1,0.41,1,8,1.89,1,0,0.599,1,1,0.7568,0.4981,0.03259,1
1044,32,Akwa Ibom,SS,F,9,3,0.619,80.0,76.4,1.03,3,4,2.5,0,0,0.191,1,1,0.4371,0.3328,0.01918,0
1045,285,Kaduna,NW,F,9,5,0.473,46.2,56.9,1.5,0,9,2.02,0,1,0.725,1,0,0.7614,0.5937,0.0175,1
1046,305,Kano,NW,F,7,3,0.386,61.3,51.7,0.72,0,11,1.94,0,0,0.911,1,1,0.7904,0.5026,0.01,1
1047,429,Niger,NC,M,10,6,0.743,56.7,70.9,1.17,1,6,5.28,0,0,0.52,1,0,0.3911,0.287,0.02931,0
1048,477,Ondo,SW,M,10,6,0.913,96.4,95.1,0.47,2,2,10.3,0,0,0.255,1,0,0.241,0.3074,0.01553,0
1049,286,Kaduna,NW,M,10,4,0.738,69.2,40.3,0.96,1,8,5.72,0,0,0.651,1,1,0.8388,0.4875,0.01852,1
1050,144,Borno,NE,M,11,7,0.317,39.6,34.5,1.75,0,1,1.99,0,1,0.907,0,0,0.8403,0.9445,0.01152,1
1051,424,Nasarawa,NC,M,8,4,0.58,58.1,60.3,2.44,1,5,7.36,0,0,0.586,1,0,0.4075,0.5895,0.01172,0
1052,19,Adamawa,NE,M,7,1,0.696,66.9,74.6,1.09,0,4,1.84,0,0,0.702,0,0,0.7425,0.5242,0.01,0
1053,18,Adamawa,NE,F,14,9,0.27,23.4,56.2,0.21,0,6,1.78,0,0,0.427,1,0,0.727,0.5537,0.03005,0
1054,590,Sokoto,NW,F,9,5,0.214,42.8,10.1,0.1,2,3,1.86,1,0,0.669,0,0,0.8793,0.4575,0.01,1
1055,371,Kogi,NC,F,13,9,0.67,46.7,47.5,0.17,2,4,0.76,0,1,0.498,0,0,0.4172,0.1891,0.01852,0
1056,175,Ebonyi,SE,F,7,3,0.965,83.7,81.0,0.59,1,3,2.6,0,0,0.423,1,0,0.2648,0.0,0.01192,0
1057,194,Edo,SS,F,8,3,0.599,38.1,60.2,0.57,3,4,3.06,0,1,0.57,1,0,0.3999,0.1167,0.02594,0
1058,502,Osun,SW,M,12,8,0.812,84.1,54.4,4.86,0,7,5.0,0,0,0.292,1,0,0.3213,0.2122,0.02383,0
1059,113,Benue,NC,M,13,9,0.712,59.5,62.8,0.63,3,7,2.97,0,0,0.406,1,0,0.4899,0.2893,0.0211,0
1060,114,Benue,NC,F,10,5,0.793,65.5,80.4,0.93,3,6,19.67,0,0,0.499,1,0,0.4248,0.3065,0.01805,1
1061,222,Enugu,SE,F,7,3,0.698,55.1,67.4,1.24,1,5,0.2,0,0,0.156,1,1,0.3928,0.1318,0.02857,0
1062,644,Zamfara,NW,M,9,3,0.34,63.3,44.0,0.34,0,5,1.35,0,0,0.722,1,1,0.9038,0.7348,0.02551,1
1063,264,Jigawa,NW,M,14,9,0.616,46.6,74.0,0.1,1,7,1.97,0,0,0.593,0,0,0.8051,0.5307,0.01,0
1064,55,Anambra,SE,F,10,4,0.824,50.7,63.4,0.15,1,3,11.9,0,0,0.089,1,0,0.1603,0.1077,0.02639,0
1065,643,Zamfara,NW,F,7,2,0.116,10.9,24.0,0.1,2,6,3.98,0,0,0.67,0,0,0.9031,0.9309,0.01082,1
1066,458,Ogun,SW,M,12,7,0.804,83.3,62.4,0.36,0,8,2.69,0,0,0.298,1,0,0.2589,0.098,0.01886,0
1067,162,Delta,SS,F,11,5,0.555,47.5,53.7,1.44,1,7,2.85,0,0,0.612,0,0,0.4498,0.5813,0.01487,0
1068,380,Kwara,NC,M,10,5,0.688,67.9,47.3,0.18,1,8,12.67,0,0,0.235,1,1,0.3913,0.0564,0.024,0
1069,87,Bayelsa,SS,F,8,4,0.554,44.2,84.9,1.44,3,4,2.11,0,0,0.606,1,1,0.3718,0.2439,0.02001,0
1070,55,Anambra,SE,M,14,9,0.952,55.4,65.3,4.82,3,6,13.22,0,0,0.272,1,0,0.1603,0.1077,0.02639,0
1071,476,Ondo,SW,M,7,1,0.894,71.0,58.3,1.87,3,2,3.3,0,0,0.293,1,0,0.25,0.312,0.01449,0
1072,178,Ebonyi,SE,F,10,5,0.806,49.4,63.0,1.42,1,5,2.37,0,0,0.545,0,0,0.3432,0.0467,0.01488,0
1073,391,Kwara,NC,F,13,9,0.711,54.5,63.9,0.26,2,2,30.0,0,0,0.286,1,1,0.4309,0.1117,0.01845,0
1074,349,Kebbi,NW,M,7,3,0.642,79.1,57.2,1.69,0,7,2.72,0,0,0.392,1,1,0.757,0.0439,0.02126,0
1075,8,Abia,SE,M,10,4,0.93,75.8,58.5,0.26,1,4,5.19,0,0,0.252,1,0,0.1642,0.0,0.01245,0
1076,313,Kano,NW,F,14,9,0.165,36.0,32.3,0.35,0,6,0.2,0,0,0.64,0,0,0.98,0.5003,0.01164,1
1077,443,Niger,NC,F,8,4,0.703,74.5,60.3,0.24,2,7,0.69,0,0,0.317,0,0,0.3603,0.3764,0.01,0
1078,328,Kano,NW,F,10,4,0.234,21.8,35.4,1.03,0,6,6.17,0,0,0.884,0,1,0.9478,0.4182,0.01231,1
1079,54,Anambra,SE,F,8,3,0.647,64.4,63.3,1.76,1,2,0.78,0,0,0.184,1,1,0.2789,0.2702,0.01824,0
1080,239,Gombe,NE,F,9,5,0.456,48.3,47.0,0.82,0,8,7.86,0,0,0.883,1,1,0.7407,0.6059,0.02854,1
1081,229,FCT Abuja,NC,M,11,5,0.787,84.4,53.8,0.54,1,4,12.5,0,1,0.303,0,0,0.4247,0.2178,0.02142,1
1082,579,Sokoto,NW,F,14,9,0.305,38.6,41.4,0.11,1,9,15.2,0,0,0.912,1,0,0.862,0.4224,0.02111,1
1083,51,Anambra,SE,F,13,9,0.907,62.7,64.4,2.87,2,4,4.85,0,0,0.403,1,1,0.0748,0.2785,0.01,0
1084,609,Taraba,NE,M,13,7,0.668,45.7,85.2,0.12,1,3,8.44,0,0,0.712,1,1,0.8768,0.4844,0.02898,0
1085,604,Taraba,NE,F,6,2,0.456,47.5,53.6,0.91,1,3,1.09,0,0,0.623,0,1,0.6462,0.5363,0.01987,1
1086,264,Jigawa,NW,F,12,6,0.367,32.4,50.4,0.69,1,2,4.72,0,0,0.457,0,1,0.8051,0.5307,0.01,1
1087,418,Nasarawa,NC,M,8,3,0.612,53.3,66.0,1.46,3,8,5.04,0,0,0.435,1,0,0.4234,0.569,0.02315,1
1088,96,Benue,NC,M,8,3,0.71,98.4,76.7,0.1,3,4,2.04,0,1,0.259,1,1,0.4001,0.5023,0.02303,0
1089,88,Bayelsa,SS,M,9,4,0.545,1.6,43.2,0.1,2,8,1.96,0,0,0.373,1,1,0.5466,0.4802,0.01042,0
1090,78,Bauchi,NE,M,13,9,0.664,55.1,64.9,1.24,1,5,1.59,0,1,0.779,0,1,0.7662,0.55,0.01999,1
1091,288,Kaduna,NW,F,10,4,0.228,38.5,34.9,0.21,0,4,5.4,1,1,0.664,1,1,0.6702,0.4851,0.02329,1
1092,120,Borno,NE,F,12,7,0.189,47.9,25.9,0.44,0,8,1.94,0,0,0.487,0,0,0.7456,1.0,0.0174,1
1093,491,Osun,SW,F,7,3,0.805,81.3,75.8,1.67,3,5,1.56,0,0,0.373,1,1,0.319,0.0,0.02488,0
1094,452,Niger,NC,F,11,7,0.462,35.0,36.0,1.03,1,11,7.45,0,0,0.225,0,0,0.4997,0.3645,0.01805,1
1095,500,Osun,SW,M,13,8,0.859,82.6,41.4,0.16,2,2,4.9,0,0,0.056,1,1,0.2499,0.0502,0.01612,0
1096,165,Delta,SS,F,13,8,0.708,59.7,52.9,1.43,1,3,0.2,0,0,0.439,1,0,0.3265,0.2544,0.01638,0
1097,182,Ebonyi,SE,F,15,9,0.774,76.2,67.3,1.28,3,1,1.0,0,0,0.281,1,1,0.2882,0.1757,0.01,0
1098,469,Ogun,SW,F,7,1,0.861,90.2,56.1,0.1,0,7,2.07,0,0,0.222,1,0,0.2595,0.2645,0.02469,0
1099,7,Abia,SE,M,12,8,0.787,61.6,56.4,2.13,0,5,3.07,0,0,0.212,1,1,0.251,0.0618,0.01609,0
1100,330,Kano,NW,F,14,9,0.283,35.0,12.9,0.1,1,5,4.4,1,0,0.809,0,1,0.9189,0.4311,0.02964,1
1101,151,Cross River,SS,M,6,1,0.788,78.5,67.5,0.83,2,9,2.33,1,0,0.089,1,1,0.2972,0.2582,0.01342,0
1102,85,Bayelsa,SS,F,12,6,0.73,64.0,68.3,0.17,1,6,1.13,0,0,0.416,1,0,0.3284,0.4771,0.01,0
1103,147,Cross River,SS,F,15,9,0.81,67.8,63.1,0.86,2,4,0.89,0,0,0.072,1,0,0.2912,0.2485,0.01641,0
1104,624,Yobe,NE,M,8,4,0.446,46.4,32.5,0.52,0,7,1.14,0,0,0.886,1,1,0.769,0.7987,0.02244,1
1105,381,Kwara,NC,F,11,7,0.472,44.4,57.8,1.23,2,8,3.43,0,0,0.406,1,1,0.3798,0.3606,0.0203,0
1106,548,Plateau,NC,M,14,8,0.818,70.4,68.3,3.45,3,8,13.14,0,0,0.132,1,1,0.4112,0.3967,0.01836,0
1107,285,Kaduna,NW,M,12,7,0.465,48.1,65.3,0.1,0,9,1.94,0,1,0.631,1,0,0.7614,0.5937,0.0175,0
1108,82,Bayelsa,SS,M,14,8,0.7,55.8,74.0,1.75,0,7,3.62,0,0,0.246,1,1,0.2382,0.1456,0.01503,0
1109,514,Oyo,SW,M,9,5,0.979,71.4,53.4,1.78,3,3,3.62,0,0,0.111,1,0,0.0635,0.0769,0.01813,0
1110,523,Oyo,SW,M,8,2,0.941,78.5,89.0,0.1,3,3,6.65,0,0,0.158,1,1,0.1425,0.0792,0.01,0
1111,386,Kwara,NC,F,13,7,0.599,57.3,53.2,3.31,2,5,14.1,0,0,0.654,1,0,0.5313,0.4232,0.0164,1
1112,471,Ogun,SW,F,8,3,0.918,99.8,61.9,3.02,1,2,8.9,0,0,0.139,1,0,0.1136,0.1991,0.01712,0
1113,119,Borno,NE,F,9,5,0.583,63.1,68.8,0.27,0,7,1.79,0,0,0.287,1,1,0.5625,1.0,0.01,0
1114,396,Lagos,SW,F,13,9,0.687,85.9,58.7,0.37,3,6,8.46,0,0,0.428,1,1,0.2953,0.2512,0.01741,0
1115,532,Oyo,SW,F,15,9,0.784,84.6,59.7,0.1,2,5,4.43,0,0,0.081,1,0,0.2281,0.0943,0.01332,0
1116,261,Jigawa,NW,M,9,3,0.613,46.0,59.3,0.36,2,7,1.34,1,0,0.664,1,0,0.723,0.3045,0.03201,0
1117,256,Jigawa,NW,M,10,5,0.505,56.7,70.8,0.1,2,7,11.5,0,0,0.389,1,0,0.9051,0.3022,0.02317,1
1118,226,FCT Abuja,NC,F,13,9,0.902,69.7,71.1,4.12,3,4,5.9,1,0,0.157,1,0,0.4075,0.0,0.02335,0
1119,53,Anambra,SE,F,13,7,0.837,67.8,72.4,1.62,2,4,1.12,0,0,0.064,1,0,0.0944,0.1036,0.02927,0
1120,500,Osun,SW,F,14,9,0.795,55.5,63.2,1.6,1,7,3.21,1,0,0.033,1,0,0.2499,0.0502,0.01612,0
1121,506,Osun,SW,M,8,4,0.812,48.4,61.4,0.11,2,3,2.32,0,0,0.0,1,0,0.1066,0.2082,0.01,0
1122,364,Kebbi,NW,F,14,8,0.564,46.4,52.7,1.48,2,6,2.47,0,0,0.802,0,0,0.8344,0.1648,0.0163,0
1123,280,Kaduna,NW,M,11,5,0.497,39.9,50.3,0.55,2,9,15.5,0,0,0.393,0,0,0.7618,0.7299,0.01852,1
1124,593,Sokoto,NW,M,13,9,0.744,68.0,81.2,0.58,0,5,2.85,0,0,0.502,1,1,0.7044,0.4599,0.03065,0
1125,158,Delta,SS,F,11,5,0.84,81.2,62.2,0.1,1,2,12.14,0,0,0.674,1,0,0.3659,0.3489,0.0209,0
1126,632,Zamfara,NW,M,11,5,0.321,53.3,24.1,0.56,2,5,1.49,0,0,0.809,1,0,0.779,0.8298,0.01,1
1127,59,Anambra,SE,F,6,1,0.606,69.7,28.8,1.66,2,7,0.66,0,0,0.252,1,1,0.3118,0.206,0.01934,0
1128,128,Borno,NE,F,13,7,0.161,20.7,27.6,1.9,1,6,14.18,0,0,0.581,0,0,0.7708,1.0,0.01,1
1129,115,Benue,NC,M,10,6,0.684,52.2,57.1,0.54,1,1,4.52,0,0,0.436,1,1,0.5285,0.3835,0.02624,0
1130,209,Ekiti,SW,F,8,3,0.917,59.8,58.7,0.55,3,4,3.33,0,0,0.323,1,1,0.1913,0.0214,0.02563,0
1131,526,Oyo,SW,F,11,5,0.959,84.9,94.5,2.51,1,7,0.2,0,0,0.13,1,1,0.05,0.3018,0.02476,0
1132,521,Oyo,SW,M,10,5,1.0,80.2,87.2,1.86,3,7,6.95,0,0,0.002,1,1,0.0506,0.156,0.01,0
1133,552,Plateau,NC,M,9,4,0.769,76.8,53.4,0.77,0,4,1.17,0,0,0.565,0,0,0.3904,0.5382,0.01,0
1134,237,Gombe,NE,F,10,6,0.416,52.5,55.7,0.51,2,3,4.01,0,0,0.169,1,0,0.7004,0.4082,0.02574,0
1135,281,Kaduna,NW,F,7,1,0.305,36.4,31.4,1.36,1,3,0.2,0,1,0.881,0,1,0.8442,0.659,0.02771,1
1136,359,Kebbi,NW,M,7,3,0.569,59.8,45.8,1.48,1,10,3.69,0,0,0.816,0,1,0.8979,0.2538,0.01496,1
1137,201,Ekiti,SW,M,7,1,0.969,57.0,71.9,1.87,3,7,0.24,0,0,0.136,1,1,0.0812,0.1141,0.03072,0
1138,278,Kaduna,NW,M,13,7,0.422,40.6,49.9,0.1,2,7,1.79,0,1,0.7,0,1,0.8757,0.6935,0.03156,1
1139,235,Gombe,NE,M,14,8,0.442,35.4,50.9,2.55,0,4,2.82,0,0,0.52,0,1,0.7349,0.8032,0.01669,1
1140,494,Osun,SW,M,9,5,0.948,96.1,71.6,0.95,2,6,5.33,0,0,0.213,1,0,0.2051,0.2684,0.01973,0
1141,4,Abia,SE,F,11,6,0.843,89.2,100.0,1.4,1,3,5.42,0,0,0.393,1,0,0.3235,0.0334,0.02182,0
1142,442,Niger,NC,M,15,9,0.602,53.7,77.0,0.3,2,10,9.91,0,0,0.344,0,1,0.6668,0.1796,0.01914,0
